headshot,player_id,player,team,games,carries,rush_yards,rush_tds,yards_per_carry,epa,wpa,success_rate,first_downs,targets,receptions,rec_yards,rec_tds,yards_per_reception,yac,catch_rate,name_team,full_pos
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iujjn4h87hwnj9tswfey",00-0037609,A.Shampklin,PIT,3,6,17,0,2.8333333333333335,-2.4144699463954655,0.042795099318027496,0.16666666666666666,1,NA,NA,NA,NA,NA,NA,NA,A.Shampklin (PIT),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfqhhr4xcm2iaocbvdyp",00-0037617,H.Haskins,LAC,8,14,26,1,1.8571428571428572,-5.8171474655973725,-0.05100189676240563,0.42857142857142855,6,NA,NA,NA,NA,NA,NA,NA,H.Haskins (LAC),Running Back
"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gxcfbuvmooytbn45kvxf",00-0037746,B.Robinson,WAS,11,161,705,8,4.37888198757764,4.827221494109212,0.36667554985020034,0.4472049689440994,41,19,15,127,0,8.466666666666667,149,0.7894736842105263,B.Robinson (WAS),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vcvstwywz6iufk7iul3x",00-0037840,K.Williams,LA,14,288,1121,12,3.892361111111111,-30.786464485574275,0.3682320676379198,0.4201388888888889,75,39,30,159,2,5.3,174,0.7692307692307693,K.Williams (LA),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpxuggpx567die5348be",00-0038040,Z.White,LV,8,66,183,2,2.772727272727273,-37.37584829089391,-0.9111581564826969,0.16666666666666666,4,8,6,30,0,5,50,0.75,Z.White (LV),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvsnviejqwulftgrccpb",00-0038098,P.Strong,CLE,7,19,69,0,3.6315789473684212,-1.8561427866807207,-0.0035654754319693893,0.3684210526315789,4,15,9,86,0,9.555555555555555,104,0.6,P.Strong (CLE),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ekmqygsmfkwwwdmuox4r",00-0038120,B.Hall,NYJ,13,179,724,5,4.044692737430168,-16.370796660189836,-0.46431446152624434,0.36312849162011174,31,68,48,422,2,8.791666666666666,396,0.7058823529411765,B.Hall (NYJ),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ielqdthtspzi0ufvs4tw",00-0038134,K.Walker,SEA,10,149,537,7,3.6040268456375837,-16.33538622138042,-0.43067868852463487,0.38926174496644295,26,45,38,271,1,7.131578947368421,311,0.8444444444444444,K.Walker (SEA),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k",00-0038396,E.Gray,NYG,7,13,25,1,1.9230769230769231,-16.22267628699774,-0.38595394738793076,0.15384615384615385,1,9,8,76,0,9.5,99,0.8888888888888888,E.Gray (NYG),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",00-0038542,B.Robinson,ATL,14,244,1099,8,4.504098360655738,-2.0006464315356616,-0.33936384938445996,0.44672131147540983,53,66,54,411,1,7.611111111111111,495,0.8181818181818182,B.Robinson (ATL),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wyj0lpna5gbhvyfiqnis",00-0038551,K.Miller,NO,4,30,130,1,4.333333333333333,-2.419068590446841,-0.10475150436906211,0.5333333333333333,9,5,2,1,0,0.5,4,0.4,K.Miller (NO),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vwl0kijb59dp20m3hs3u",00-0038555,T.Bigsby,JAX,12,134,644,5,4.8059701492537314,1.8245874698198392,-0.17632968257094384,0.3805970149253731,30,9,5,50,0,10,55,0.5555555555555556,T.Bigsby (JAX),Running Back
"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",00-0038597,C.Brown,CIN,14,195,834,7,4.276923076923077,-4.374402932770154,-0.1108512471568961,0.37435897435897436,41,62,47,318,4,6.76595744680851,292,0.7580645161290323,C.Brown (CIN),Running Back
